identifier	system	gold	head_tail	correct	gold_sense_rank
d009.s011.t011	year%1:28:01::	year%1:28:01::	head	True	1
d001.s003.t002	basis%1:09:00::	basis%1:09:00::	tail	True	2
d007.s020.t017	place%1:04:01::	place%1:04:01::	tail	True	5
d008.s022.t001	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d007.s020.t018	cycle%1:28:02::	cycle%1:11:01::	tail	False	5
d008.s015.t002	research%1:04:00::	research%1:04:00::	head	True	1
d001.s026.t006	show%1:10:00::	show%1:04:00::	head	False	1
d001.s020.t002	hegemony%1:14:00::	hegemony%1:14:00::	head	True	1
d008.s012.t003	detail%1:09:00::	detail%1:09:00::	head	True	1
d010.s011.t003	senate%1:14:01::	senate%1:14:01::	tail	True	2
d001.s002.t003	posturing%1:07:00::	posturing%1:07:00::	head	True	1
d002.s011.t004	light%1:06:00::	light%1:09:02::	tail	False	10
d005.s005.t007	bonus%1:09:00::	bonus%1:21:00::	tail	False	2
d001.s018.t005	united_states%1:15:00::	united_states%1:14:00::	tail	False	2
d012.s019.t006	complementarity%1:24:02::	complementarity%1:24:02::	tail	True	2
d004.s010.t003	iraq%1:15:00::	iraq%1:15:00::	head	True	1
d002.s002.t002	visit%1:04:02::	visit%1:04:02::	head	True	1
d006.s023.t001	argument%1:10:04::	argument%1:10:02::	head	False	1
d006.s008.t004	question%1:10:01::	question%1:10:01::	tail	True	2
d007.s022.t004	decision%1:09:00::	decision%1:09:00::	tail	True	2
d008.s003.t004	life%1:19:00::	life%1:19:00::	tail	True	10
d012.s001.t002	burden%1:06:01::	burden%1:09:01::	head	False	1
d009.s020.t004	chart%1:06:00::	chart%1:10:00::	head	False	1
d009.s024.t003	victim%1:18:00::	victim%1:18:00::	head	True	1
d004.s003.t007	firm%1:14:00::	firm%1:14:00::	head	True	1
d001.s011.t011	drought%1:26:00::	drought%1:26:00::	head	True	1
d004.s017.t002	track%1:06:02::	track%1:17:00::	head	False	1
d007.s020.t003	degree%1:26:01::	degree%1:26:01::	tail	True	2
d009.s027.t009	company%1:14:03::	company%1:14:01::	head	False	1
d010.s004.t006	overhaul%1:04:00::	overhaul%1:04:01::	tail	False	2
d006.s004.t002	defense%1:14:01::	defense%1:14:00::	tail	False	7
d009.s014.t004	country%1:15:00::	country%1:14:00::	head	False	1
d007.s025.t001	border%1:25:00::	border%1:15:00::	head	False	1
d004.s008.t005	oil_industry%1:14:00::	oil_industry%1:14:00::	head	True	1
d009.s023.t002	poll%1:08:02::	poll%1:09:00::	head	False	1
d012.s003.t008	waiter%1:18:00::	waiter%1:18:00::	head	True	1
d001.s022.t002	member%1:18:00::	member%1:14:00::	tail	False	4
d004.s002.t007	auction%1:04:00::	auction%1:04:00::	tail	True	2
d005.s003.t006	fund%1:21:00::	fund%1:21:00::	head	True	1
d004.s016.t003	contract%1:04:01::	contract%1:10:00::	head	False	1
d007.s012.t004	integrity%1:07:00::	integrity%1:07:00::	tail	True	2
d001.s007.t001	lot%1:15:00::	lot%1:23:00::	head	False	1
d001.s021.t003	climate_change%1:22:00::	climate_change%1:22:00::	head	True	1
d009.s018.t002	safety_net%1:10:00::	safety_net%1:10:00::	head	True	1
d013.s009.t002	dollar%1:23:00::	dollar%1:23:00::	head	True	1
d009.s007.t003	year%1:28:01::	year%1:28:01::	head	True	1
d012.s023.t011	average%1:09:00::	average%1:09:00::	head	True	1
d006.s029.t003	argument%1:09:01::	argument%1:10:02::	head	False	1
d002.s013.t007	lead%1:27:00::	lead%1:07:02::	head	False	1
d009.s012.t005	year%1:28:01::	year%1:28:01::	head	True	1
d008.s028.t004	national_institutes_of_health%1:14:00::	national_institutes_of_health%1:14:00::	head	True	1
d002.s003.t004	teamwork%1:04:00::	teamwork%1:04:00::	head	True	1
d010.s013.t003	event%1:03:00::	event%1:03:00::	head	True	1
d001.s002.t006	friday%1:28:00::	friday%1:28:00::	head	True	1
d013.s003.t004	industry%1:14:00::	industry%1:14:00::	head	True	1
d004.s008.t004	iraq%1:15:00::	iraq%1:15:00::	head	True	1
d006.s009.t007	defense_lawyer%1:18:00::	defense_lawyer%1:18:00::	head	True	1
d005.s009.t001	bank%1:14:00::	bank%1:14:00::	tail	True	2
d004.s003.t006	oil%1:27:01::	oil%1:27:01::	tail	True	3
d007.s010.t001	debate%1:10:00::	debate%1:10:01::	head	False	1
d003.s011.t002	security%1:21:04::	security%1:21:04::	tail	True	4
d001.s027.t001	intensity%1:07:02::	intensity%1:07:00::	tail	False	2
d001.s023.t005	push%1:04:01::	push%1:04:01::	tail	True	5
d008.s015.t001	part%1:24:00::	part%1:24:00::	head	True	1
d007.s016.t003	advantage%1:07:00::	advantage%1:07:01::	tail	False	3
d004.s009.t005	u.s.%1:15:00::	u.s.%1:15:00::	tail	True	2
d010.s006.t001	lawyer%1:18:00::	lawyer%1:18:00::	head	True	1
d006.s012.t007	fairness%1:09:00::	fairness%1:09:00::	tail	True	2
d004.s019.t001	company%1:14:03::	company%1:14:01::	head	False	1
d007.s014.t002	action%1:26:00::	action%1:04:02::	head	False	1
d013.s025.t003	intention%1:04:00::	intention%1:09:00::	head	False	1
d001.s025.t004	minister%1:18:00::	minister%1:18:02::	tail	False	2
d001.s021.t007	talk%1:10:00::	talk%1:10:00::	head	True	1
d012.s009.t004	economy%1:14:00::	economy%1:14:00::	head	True	1
d011.s013.t003	player%1:18:01::	player%1:18:01::	head	True	1
d010.s019.t005	case%1:04:00::	case%1:04:00::	tail	True	3
d002.s014.t001	period%1:28:00::	period%1:28:02::	tail	False	2
d012.s023.t014	lifetime%1:28:00::	lifetime%1:28:00::	head	True	1
d007.s017.t004	game%1:04:03::	game%1:04:03::	tail	True	2
d007.s007.t005	world%1:17:00::	world%1:17:02::	tail	False	6
d009.s025.t006	respondent%1:18:00::	respondent%1:18:00::	tail	True	2
d006.s006.t002	court%1:06:05::	court%1:14:00::	head	False	1
d002.s003.t003	involvement%1:24:00::	involvement%1:04:00::	head	False	1
d001.s021.t004	treaty%1:10:00::	treaty%1:10:00::	head	True	1
d010.s003.t003	justice%1:18:00::	justice%1:18:00::	tail	True	3
d001.s023.t003	behalf%1:04:00::	behalf%1:04:00::	head	True	1
d008.s018.t004	institute%1:14:00::	institute%1:14:00::	head	True	1
d013.s003.t007	usa%1:14:00::	usa%1:15:00::	head	False	1
d012.s008.t007	right%1:15:00::	right%1:14:00::	tail	False	4
d009.s029.t008	ecuador%1:15:00::	ecuador%1:15:00::	head	True	1
d006.s012.t003	coverage%1:10:00::	coverage%1:10:00::	tail	True	3
d008.s006.t007	thursday%1:28:00::	thursday%1:28:00::	head	True	1
d003.s009.t005	estimate%1:09:00::	estimate%1:09:00::	head	True	1
d011.s002.t001	player%1:18:01::	player%1:18:01::	head	True	1
d007.s004.t005	player%1:18:01::	player%1:18:01::	head	True	1
d001.s021.t002	impact%1:19:00::	impact%1:19:00::	tail	True	2
d003.s004.t003	point%1:23:01::	point%1:26:00::	tail	False	5
d013.s020.t001	investor%1:18:00::	investor%1:18:00::	head	True	1
d001.s028.t002	vice_president%1:18:00::	vice_president%1:18:00::	head	True	1
d012.s013.t007	migration%1:04:00::	migration%1:04:00::	head	True	1
d004.s011.t010	world%1:17:00::	world%1:17:00::	tail	True	4
d001.s013.t008	emission%1:27:00::	emission%1:27:00::	tail	True	2
d006.s012.t004	case%1:04:00::	case%1:04:00::	tail	True	3
d011.s020.t002	presence%1:15:00::	presence%1:04:00::	tail	False	6
d006.s026.t001	crush%1:27:00::	crush%1:04:00::	tail	False	4
d006.s021.t005	juror%1:18:00::	juror%1:18:00::	head	True	1
d007.s004.t001	minute%1:28:00::	minute%1:28:00::	head	True	1
d006.s015.t002	appeals_court%1:14:00::	appeals_court%1:14:00::	head	True	1
d006.s008.t005	courtroom%1:06:00::	courtroom%1:06:00::	head	True	1
d011.s024.t002	point%1:23:01::	point%1:23:01::	tail	True	10
d002.s003.t001	team%1:14:00::	team%1:14:00::	head	True	1
d003.s010.t006	pressure%1:04:00::	pressure%1:07:00::	tail	False	2
d002.s010.t001	game%1:04:03::	game%1:04:03::	tail	True	2
d006.s007.t003	reporter%1:18:00::	reporter%1:18:00::	head	True	1
d009.s009.t002	stability%1:07:00::	stability%1:07:01::	tail	False	3
d005.s002.t003	state%1:14:02::	state%1:14:01::	tail	False	3
d001.s011.t003	boost%1:04:01::	boost%1:04:01::	tail	True	3
d006.s028.t010	trial%1:04:02::	trial%1:04:02::	tail	True	4
d007.s009.t004	fact%1:10:01::	fact%1:09:01::	head	False	1
d004.s016.t004	company%1:14:03::	company%1:14:01::	head	False	1
d002.s014.t002	minute%1:28:00::	minute%1:28:00::	head	True	1
d008.s024.t009	moon%1:28:00::	moon%1:17:00::	tail	False	6
d008.s008.t002	bacterium%1:05:00::	bacterium%1:05:00::	head	True	1
d005.s009.t003	crisis%1:11:00::	crisis%1:26:00::	head	False	1
d013.s006.t003	crisis%1:11:00::	crisis%1:26:00::	head	False	1
d007.s020.t013	card%1:10:01::	card%1:27:00::	tail	False	4
d003.s009.t007	index%1:10:00::	index%1:10:01::	tail	False	2
d008.s014.t011	space%1:28:00::	space%1:15:01::	tail	False	4
d006.s003.t004	testimony%1:10:00::	testimony%1:10:00::	head	True	1
d012.s005.t001	lot%1:15:00::	lot%1:23:00::	head	False	1
d004.s017.t003	power%1:14:00::	power%1:14:00::	tail	True	8
d004.s012.t002	firm%1:14:00::	firm%1:14:00::	head	True	1
d001.s002.t001	climate%1:26:00::	climate%1:26:00::	head	True	1
d001.s006.t007	temperature%1:07:00::	temperature%1:07:00::	head	True	1
d012.s024.t005	growth%1:22:00::	growth%1:22:02::	tail	False	3
d003.s007.t010	analyst%1:18:01::	analyst%1:18:02::	tail	False	2
d001.s001.t004	emission%1:22:00::	emission%1:27:00::	tail	False	2
d013.s006.t004	credit_union%1:14:00::	credit_union%1:14:00::	head	True	1
d007.s020.t001	term%1:09:00::	term%1:28:00::	tail	False	2
d003.s007.t004	market%1:14:01::	market%1:14:01::	tail	True	4
d007.s024.t002	punishment%1:04:00::	punishment%1:04:00::	head	True	1
d010.s017.t001	proximity%1:15:00::	proximity%1:07:00::	head	False	1
d001.s021.t008	deal%1:11:00::	deal%1:10:00::	tail	False	2
d012.s015.t007	pressure%1:04:00::	pressure%1:07:00::	tail	False	2
d009.s011.t005	year%1:28:01::	year%1:28:01::	head	True	1
d002.s013.t006	scoreboard%1:06:00::	scoreboard%1:06:00::	head	True	1
d010.s016.t008	guest_of_honor%1:18:00::	guest_of_honor%1:18:00::	head	True	1
d007.s009.t005	team%1:14:00::	team%1:14:00::	head	True	1
d002.s002.t007	performance%1:10:00::	performance%1:04:00::	tail	False	3
d009.s014.t008	year%1:28:01::	year%1:28:01::	head	True	1
d006.s005.t003	member%1:18:00::	member%1:18:00::	head	True	1
d006.s005.t005	end%1:28:00::	end%1:28:00::	tail	True	2
d010.s001.t005	case%1:04:00::	case%1:04:00::	tail	True	3
d001.s023.t008	process%1:04:00::	process%1:04:00::	head	True	1
d009.s013.t006	country%1:15:00::	country%1:14:00::	head	False	1
d006.s028.t008	policy%1:10:00::	policy%1:10:00::	tail	True	2
d001.s006.t003	question%1:10:03::	question%1:10:01::	tail	False	2
d011.s007.t006	year%1:28:01::	year%1:28:01::	head	True	1
d013.s019.t002	wind%1:19:00::	wind%1:19:01::	tail	False	2
d001.s005.t005	country%1:15:00::	country%1:14:00::	head	False	1
d012.s015.t005	worker%1:18:00::	worker%1:18:00::	head	True	1
d008.s028.t003	department_of_energy%1:14:00::	department_of_energy%1:14:00::	head	True	1
d003.s008.t001	united_states%1:15:00::	united_states%1:15:00::	head	True	1
d004.s002.t006	infrastructure%1:06:00::	infrastructure%1:06:00::	tail	True	2
d011.s008.t003	world_cup%1:11:00::	world_cup%1:11:00::	head	True	1
d006.s016.t008	professor%1:18:00::	professor%1:18:00::	head	True	1
d007.s006.t001	committee%1:14:00::	committee%1:14:00::	head	True	1
d010.s023.t002	justice%1:14:00::	justice%1:18:00::	tail	False	3
d013.s022.t006	mortgage%1:21:00::	mortgage%1:21:00::	head	True	1
d001.s009.t008	period%1:28:00::	period%1:28:00::	head	True	1
d008.s002.t001	discovery%1:04:00::	discovery%1:10:00::	tail	False	2
d001.s026.t009	proposal%1:10:02::	proposal%1:10:00::	head	False	1
d012.s013.t018	employment%1:04:00::	employment%1:26:00::	head	False	1
d002.s016.t003	last_minute%1:28:00::	last_minute%1:28:00::	head	True	1
d012.s002.t010	compatibility%1:07:00::	compatibility%1:07:00::	tail	True	2
d013.s006.t001	value%1:21:00::	value%1:21:00::	tail	True	3
d009.s024.t007	year%1:28:01::	year%1:28:01::	head	True	1
d001.s025.t001	official%1:18:00::	official%1:18:01::	head	False	1
d004.s004.t003	field%1:15:04::	field%1:15:00::	head	False	1
d011.s004.t001	contrast%1:09:00::	contrast%1:09:01::	tail	False	3
d013.s007.t002	party%1:18:00::	party%1:18:00::	tail	True	5
d012.s024.t004	point%1:26:00::	point%1:10:03::	tail	False	10
d001.s022.t004	treaty%1:10:00::	treaty%1:10:00::	head	True	1
d001.s005.t006	one%1:23:00::	one%1:09:00::	tail	False	2
d007.s013.t003	lawbreaker%1:18:00::	lawbreaker%1:18:00::	head	True	1
d008.s018.t007	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d009.s008.t001	latin_america%1:15:00::	latin_america%1:15:00::	head	True	1
d006.s002.t003	row%1:14:01::	row%1:14:00::	head	False	1
d012.s005.t002	consensus%1:26:00::	consensus%1:26:00::	head	True	1
d005.s006.t002	investor%1:18:00::	investor%1:18:00::	head	True	1
d004.s014.t005	tie%1:06:03::	tie%1:11:00::	tail	False	6
d009.s028.t002	country%1:15:00::	country%1:14:00::	head	False	1
d007.s001.t003	law%1:10:00::	law%1:14:00::	head	False	1
d006.s007.t007	atmosphere%1:23:00::	atmosphere%1:26:01::	head	False	1
d001.s019.t005	country%1:15:00::	country%1:14:00::	head	False	1
d006.s016.t003	impact%1:19:00::	impact%1:19:00::	tail	True	2
d012.s011.t005	problem%1:10:00::	problem%1:26:00::	head	False	1
d009.s002.t001	support%1:09:00::	support%1:04:00::	tail	False	2
d009.s021.t007	progress%1:04:01::	progress%1:04:01::	head	True	1
d002.s006.t005	wrist%1:08:00::	wrist%1:08:00::	head	True	1
d010.s017.t005	interest%1:21:00::	interest%1:09:00::	head	False	1
d009.s015.t002	confidence%1:12:00::	confidence%1:26:02::	tail	False	3
d006.s016.t011	report%1:10:03::	report%1:10:03::	head	True	1
d004.s013.t003	company%1:14:01::	company%1:14:01::	head	True	1
d001.s017.t002	world%1:17:00::	world%1:17:00::	tail	True	4
d001.s010.t002	emission%1:22:00::	emission%1:27:00::	tail	False	2
d003.s002.t007	dollar%1:21:01::	dollar%1:23:00::	head	False	1
d005.s012.t002	spokesman%1:18:00::	spokesman%1:18:00::	head	True	1
d006.s024.t002	verdict%1:04:00::	verdict%1:04:00::	head	True	1
d011.s021.t001	rest%1:24:00::	rest%1:24:00::	head	True	1
d010.s021.t002	critic%1:18:01::	critic%1:18:02::	tail	False	3
d013.s010.t002	chairman%1:18:01::	chairman%1:18:01::	head	True	1
d013.s002.t008	pound%1:23:03::	pound%1:23:01::	tail	False	2
d008.s027.t005	part%1:24:00::	part%1:24:00::	head	True	1
d008.s007.t008	sulfur%1:27:00::	sulfur%1:27:00::	head	True	1
d006.s015.t005	century%1:28:00::	century%1:28:00::	head	True	1
d008.s008.t001	researcher%1:18:00::	researcher%1:18:00::	head	True	1
d003.s002.t008	dow_jones%1:10:00::	dow_jones%1:10:00::	head	True	1
d003.s003.t001	closing%1:04:03::	closing%1:04:02::	tail	False	5
d008.s026.t001	arsenic%1:27:00::	arsenic%1:27:00::	tail	True	2
d006.s015.t007	rule%1:10:00::	rule%1:10:00::	tail	True	3
d002.s012.t001	disadvantage%1:07:00::	disadvantage%1:07:00::	head	True	1
d004.s003.t003	oil_company%1:14:00::	oil_company%1:14:00::	head	True	1
d011.s007.t001	football_player%1:18:00::	football_player%1:18:00::	head	True	1
d001.s009.t004	emission%1:22:00::	emission%1:27:00::	tail	False	2
d006.s017.t007	trial%1:04:02::	trial%1:04:02::	tail	True	4
d001.s023.t001	climate%1:26:01::	climate%1:26:00::	head	False	1
d012.s014.t002	growth%1:14:00::	growth%1:22:02::	tail	False	3
d011.s010.t006	england%1:15:00::	england%1:15:00::	head	True	1
d001.s018.t011	imperative%1:24:00::	imperative%1:04:00::	tail	False	2
d001.s019.t001	delegate%1:18:00::	delegate%1:18:00::	head	True	1
d011.s016.t001	side%1:15:02::	side%1:14:00::	tail	False	2
d007.s012.t002	sport%1:04:01::	sport%1:04:00::	head	False	1
d006.s015.t006	argument%1:09:01::	argument%1:10:02::	head	False	1
d010.s005.t003	hour%1:28:00::	hour%1:28:00::	head	True	1
d006.s019.t004	juror%1:18:00::	juror%1:18:00::	head	True	1
d005.s007.t006	unit%1:24:00::	unit%1:24:00::	tail	True	2
d010.s021.t004	court%1:18:00::	court%1:14:00::	head	False	1
d006.s004.t007	child%1:18:01::	child%1:18:00::	head	False	1
d009.s023.t007	unemployment%1:26:00::	unemployment%1:26:00::	head	True	1
d008.s012.t002	news_conference%1:10:00::	news_conference%1:10:00::	head	True	1
d010.s005.t001	justice%1:14:00::	justice%1:18:00::	tail	False	3
d007.s007.t003	circumstance%1:26:02::	circumstance%1:26:02::	tail	True	2
d011.s006.t003	game%1:04:03::	game%1:04:03::	tail	True	2
d010.s007.t004	firm%1:14:00::	firm%1:14:00::	head	True	1
d010.s004.t010	rallying_cry%1:10:00::	rallying_cry%1:10:00::	head	True	1
d002.s015.t001	team%1:14:00::	team%1:14:00::	head	True	1
d001.s010.t001	country%1:14:00::	country%1:14:00::	head	True	1
d001.s018.t008	world%1:17:00::	world%1:17:00::	tail	True	4
d012.s021.t005	idea%1:09:00::	idea%1:09:00::	head	True	1
d012.s015.t008	wage%1:21:00::	wage%1:21:00::	head	True	1
d008.s023.t002	bacterium%1:05:00::	bacterium%1:05:00::	head	True	1
d009.s006.t003	attitude%1:09:00::	attitude%1:09:00::	head	True	1
d001.s026.t001	gathering%1:04:01::	gathering%1:14:00::	head	False	1
d006.s032.t003	century%1:28:00::	century%1:28:00::	head	True	1
d006.s014.t001	crime%1:04:00::	crime%1:04:00::	head	True	1
d009.s013.t008	average%1:09:00::	average%1:09:00::	head	True	1
d009.s017.t004	recession%1:04:01::	recession%1:26:00::	head	False	1
d001.s016.t012	global_warming%1:22:00::	global_warming%1:22:00::	head	True	1
d001.s025.t007	hall%1:18:03::	hall%1:06:03::	head	False	1
d012.s025.t002	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d011.s011.t002	record%1:06:00::	record%1:04:00::	tail	False	6
d008.s021.t003	hard_time%1:26:00::	hard_time%1:26:00::	head	True	1
d011.s007.t005	england%1:15:00::	england%1:15:00::	head	True	1
d013.s012.t002	compensation%1:22:00::	compensation%1:21:00::	head	False	1
d011.s007.t010	shock%1:04:00::	shock%1:11:01::	tail	False	6
d001.s014.t003	hard_line%1:09:00::	hard_line%1:09:00::	head	True	1
d004.s016.t006	contract%1:04:01::	contract%1:10:00::	head	False	1
d005.s001.t001	bank%1:14:00::	bank%1:14:00::	tail	True	2
d009.s014.t002	respondent%1:18:00::	respondent%1:18:00::	tail	True	2
d012.s002.t007	service%1:04:00::	service%1:04:08::	head	False	1
d004.s013.t005	ministry%1:14:00::	ministry%1:14:00::	tail	True	3
d009.s027.t004	view%1:15:00::	view%1:09:02::	head	False	1
d007.s014.t005	legal_fraud%1:04:00::	legal_fraud%1:04:00::	head	True	1
d013.s005.t005	bank%1:14:00::	bank%1:14:00::	tail	True	2
d007.s001.t002	fraud%1:04:00::	fraud%1:04:00::	head	True	1
d008.s024.t004	possibility%1:26:00::	possibility%1:26:00::	tail	True	2
d001.s020.t006	adviser%1:18:00::	adviser%1:18:00::	head	True	1
d008.s005.t001	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d004.s016.t005	stake%1:10:00::	stake%1:21:02::	head	False	1
d006.s021.t009	decision%1:09:00::	decision%1:09:00::	tail	True	2
d002.s013.t010	quarter%1:28:00::	quarter%1:28:01::	tail	False	3
d012.s002.t009	number%1:23:00::	number%1:07:00::	head	False	1
d011.s007.t009	competition%1:11:00::	competition%1:11:00::	tail	True	2
d001.s003.t005	obstacle%1:06:00::	obstacle%1:09:00::	head	False	1
d012.s013.t008	world%1:05:00::	world%1:14:01::	tail	False	2
d010.s002.t008	law%1:10:00::	law%1:10:00::	tail	True	2
d006.s013.t004	cleveland%1:18:00::	cleveland%1:15:00::	head	False	1
d009.s009.t003	attitude%1:09:00::	attitude%1:09:00::	head	True	1
d010.s001.t004	court%1:06:05::	court%1:14:00::	head	False	1
d001.s006.t008	rise%1:11:00::	rise%1:11:00::	head	True	1
d006.s007.t001	reporting%1:10:00::	reporting%1:10:00::	head	True	1
d011.s009.t005	level%1:07:00::	level%1:26:01::	tail	False	2
d004.s003.t010	oil_industry%1:14:00::	oil_industry%1:14:00::	head	True	1
d007.s021.t001	round%1:28:01::	round%1:28:01::	tail	True	2
d004.s011.t011	reserve%1:14:00::	reserve%1:21:00::	tail	False	2
d005.s008.t001	bank%1:14:00::	bank%1:14:00::	tail	True	2
d007.s023.t001	assumption%1:09:00::	assumption%1:09:00::	tail	True	2
d004.s008.t006	analyst%1:18:01::	analyst%1:18:02::	tail	False	2
d013.s024.t005	sum%1:21:00::	sum%1:21:00::	head	True	1
d010.s005.t011	decision%1:09:00::	decision%1:09:00::	tail	True	2
d009.s008.t002	mood%1:24:00::	mood%1:26:00::	tail	False	2
d004.s004.t001	company%1:14:03::	company%1:14:01::	head	False	1
d007.s008.t002	rule%1:09:00::	rule%1:09:00::	head	True	1
d004.s002.t004	government%1:09:00::	government%1:14:00::	head	False	1
d013.s003.t002	home%1:15:04::	home%1:15:02::	tail	False	3
d007.s019.t004	phase%1:26:00::	phase%1:28:00::	head	False	1
d013.s023.t004	transaction%1:04:00::	transaction%1:04:00::	head	True	1
d013.s011.t006	customer%1:18:00::	customer%1:18:00::	head	True	1
d008.s027.t006	research%1:04:00::	research%1:04:00::	head	True	1
d001.s016.t005	america%1:15:00::	america%1:15:00::	head	True	1
d009.s021.t002	performance%1:04:00::	performance%1:22:00::	tail	False	5
d012.s011.t004	immigration%1:14:00::	immigration%1:04:00::	head	False	1
d012.s006.t001	right%1:15:00::	right%1:14:00::	tail	False	4
d005.s010.t005	state%1:14:00::	state%1:14:01::	tail	False	3
d006.s024.t005	news%1:10:01::	news%1:10:01::	tail	True	2
d009.s002.t002	democracy%1:14:00::	democracy%1:14:00::	tail	True	2
d011.s010.t003	goalkeeper%1:04:00::	goalkeeper%1:18:00::	head	False	1
d001.s018.t006	obligation%1:26:00::	obligation%1:04:00::	head	False	1
d010.s004.t003	suit%1:04:00::	suit%1:04:00::	tail	True	2
d008.s016.t001	work%1:06:00::	work%1:06:00::	tail	True	2
d008.s006.t008	edition%1:10:00::	edition%1:10:02::	head	False	1
d001.s007.t005	representative%1:09:00::	representative%1:18:02::	tail	False	2
d004.s005.t002	auction%1:04:00::	auction%1:04:00::	tail	True	2
d006.s025.t001	news_media%1:10:00::	news_media%1:10:00::	head	True	1
d010.s010.t007	case%1:04:00::	case%1:04:00::	tail	True	3
d003.s010.t004	high%1:07:00::	high%1:07:00::	head	True	1
d006.s001.t001	appeal%1:04:00::	appeal%1:04:00::	tail	True	3
d005.s005.t003	acceptance%1:04:03::	acceptance%1:04:00::	tail	False	2
d010.s007.t005	dinner%1:13:00::	dinner%1:14:00::	tail	False	2
d009.s017.t005	recovery%1:22:00::	recovery%1:11:00::	head	False	1
d001.s018.t002	economy%1:14:00::	economy%1:14:00::	head	True	1
d010.s010.t004	hour%1:28:00::	hour%1:28:00::	head	True	1
d010.s004.t001	case%1:04:00::	case%1:04:00::	tail	True	3
d013.s018.t001	us%1:15:00::	us%1:15:00::	head	True	1
d012.s015.t004	notion%1:09:00::	notion%1:09:02::	head	False	1
d010.s022.t002	activist%1:18:00::	activist%1:18:00::	head	True	1
d010.s010.t002	washington%1:15:00::	washington%1:15:01::	head	False	1
d007.s003.t011	player%1:18:01::	player%1:18:01::	head	True	1
d010.s024.t002	administration%1:04:04::	administration%1:14:00::	tail	False	2
d007.s002.t004	sanction%1:07:00::	sanction%1:04:02::	tail	False	2
d004.s014.t008	year%1:28:01::	year%1:28:01::	head	True	1
d012.s021.t008	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d008.s010.t003	life%1:19:00::	life%1:19:00::	tail	True	10
d004.s019.t009	field%1:14:00::	field%1:15:00::	head	False	1
d001.s002.t002	conference%1:10:00::	conference%1:14:00::	head	False	1
d009.s029.t003	respondent%1:18:00::	respondent%1:18:00::	tail	True	2
d009.s006.t002	change%1:24:00::	change%1:24:00::	tail	True	2
d008.s009.t003	report%1:10:03::	report%1:10:03::	head	True	1
d006.s007.t006	circus%1:04:00::	circus%1:04:01::	tail	False	3
d002.s005.t003	scoreboard%1:06:00::	scoreboard%1:06:00::	head	True	1
d007.s004.t004	team%1:14:00::	team%1:14:00::	head	True	1
d010.s002.t007	healthcare%1:04:01::	healthcare%1:04:01::	head	True	1
d005.s009.t004	investment%1:21:00::	investment%1:04:00::	head	False	1
d006.s028.t007	court%1:06:02::	court%1:14:00::	head	False	1
d006.s028.t001	interview%1:10:01::	interview%1:10:01::	head	True	1
d001.s026.t007	country%1:15:00::	country%1:14:00::	head	False	1
d004.s012.t007	energy%1:14:00::	energy%1:19:01::	tail	False	6
d001.s013.t002	climate%1:26:00::	climate%1:26:00::	head	True	1
d004.s019.t003	offer%1:10:00::	offer%1:10:00::	tail	True	2
d013.s022.t007	transaction%1:04:00::	transaction%1:04:00::	head	True	1
d012.s013.t017	wage%1:21:00::	wage%1:21:00::	head	True	1
d012.s009.t002	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d001.s015.t001	united_states%1:15:00::	united_states%1:14:00::	tail	False	2
d001.s016.t002	hour%1:28:00::	hour%1:28:01::	tail	False	2
d005.s004.t006	state%1:14:00::	state%1:14:00::	tail	True	4
d001.s001.t002	group%1:03:00::	group%1:03:00::	head	True	1
d006.s016.t001	reason%1:10:01::	reason%1:10:00::	tail	False	5
d008.s014.t003	organism%1:03:00::	organism%1:03:00::	head	True	1
d012.s019.t007	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d004.s018.t001	company%1:14:03::	company%1:14:01::	head	False	1
d006.s015.t001	lawyer%1:18:00::	lawyer%1:18:00::	head	True	1
d003.s004.t004	point%1:23:01::	point%1:26:00::	tail	False	5
d007.s010.t009	action%1:04:02::	action%1:04:02::	head	True	1
d012.s008.t004	horde%1:14:00::	horde%1:14:00::	head	True	1
d008.s010.t006	life%1:19:00::	life%1:19:00::	tail	True	10
d007.s009.t009	nobility%1:07:00::	nobility%1:07:00::	tail	True	2
d013.s019.t001	bank%1:14:00::	bank%1:14:00::	tail	True	2
d012.s023.t003	organisation%1:14:00::	organisation%1:14:01::	head	False	1
d007.s017.t002	rival%1:18:00::	rival%1:18:00::	head	True	1
d009.s016.t004	support%1:04:04::	support%1:04:00::	tail	False	2
d009.s013.t007	democrat%1:18:01::	democrat%1:18:00::	tail	False	2
d001.s026.t010	paper%1:27:00::	paper%1:27:00::	head	True	1
d013.s002.t009	fine%1:21:00::	fine%1:21:00::	head	True	1
d012.s012.t004	problem%1:10:00::	problem%1:26:00::	head	False	1
d008.s017.t001	discovery%1:10:01::	discovery%1:10:00::	tail	False	2
d010.s008.t002	dinner%1:13:00::	dinner%1:14:00::	tail	False	2
d009.s029.t009	dominican_republic%1:15:00::	dominican_republic%1:15:00::	head	True	1
